priority,priority_rationale,coverage_state,source_path,pdf_pages,ocr_draft_pages,indexed_pages,ocr_pages_to_generate,pages_to_formalize,sha256,record_ids,indexed_titles
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-23806_光明報_1946年11期.pdf,20,20,3,0,17,5b95a725e79886275c6cac9046d23651ad88bbe56f0895ba89de9c73864d6d83,COLLECTION:P3-23806:ocr-draft-20260727；LOCALFULL:P3-23806；NLC:guangmingbao-1946-issue11-anti-one-party-constitution-ocr,NLC404-01J000514-23806_光明報_1946年11期；NLC404-01J000514-23806_光明報_1946年11期.pdf · OCR检索草稿；《光明報》新十一號〈反對一黨獨裁的憲法！〉正文首页（OCR试点）
A,同期官方公报/原始扫描优先,draft_ready_formal_gap,data/domestic/gazette_scans/ROC1947-10-27國民政府公報2964.pdf,17,17,1,0,16,3fa55d79a386f840d08c9268b39a301cf4322453e3134a5ab608acd3e3150e9c,COLLECTION:P3-016:ocr-draft-20260727,ROC1947-10-27國民政府公報2964
A,同期官方公报/原始扫描优先,draft_ready_formal_gap,data/domestic/gazette_scans/ROC1947-11-07國民政府公報2974.pdf,17,17,1,0,16,5e04a2d4ecc2ebe9ae09b978127bcb9cd11477481e9966fe8a9eb0b4be9bb592,COLLECTION:P3-019:ocr-draft-20260727,ROC1947-11-07國民政府公報2974
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000332-6817_观察_1947年3卷11期.pdf,20,20,6,0,14,f4232929eca2a91b07b292eea0153528e8bce8e7241499a475e6ecc6d2b0af71,COLLECTION:P3-009:ocr-draft-20260727；LOCALFULL:P3-009；NLC:observer-1947-v3n11-selected-ocr,NLC404-01J000332-6817_观察_1947年3卷11期；NLC404-01J000332-6817_观察_1947年3卷11期.pdf · OCR检索草稿；《觀察》第三卷第十一期高价值页（OCR试点）；《觀察》第三卷第十一期高价值页（OCR试点）；《觀察》第三卷第十一期高价值页（OCR试点）；《觀察》第三卷第十一期高价值页（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10424_光明報_1946年3期.pdf,16,16,3,0,13,826fba6a608093972cf54dabf8a9a117ff6e1416767610d6d49a35c0c58328de,COLLECTION:P3-10424:ocr-draft-20260727；LOCALFULL:P3-10424；NLC:guangmingbao-1946-issue3-double-ten-task-ocr,NLC404-01J000514-10424_光明報_1946年3期；NLC404-01J000514-10424_光明報_1946年3期.pdf · OCR检索草稿；《光明報》新三號〈為完成雙十節的歷史任務而奮鬥〉首页（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10425_光明報_1946年4期.pdf,16,16,3,0,13,cfe3ac1821e7d400622079d75d6e9e455391804199b52d35f6757e37f426c163,COLLECTION:P3-10425:ocr-draft-20260727；LOCALFULL:P3-10425；NLC:guangmingbao-1946-issue4-front-ocr,NLC404-01J000514-10425_光明報_1946年4期；NLC404-01J000514-10425_光明報_1946年4期.pdf · OCR检索草稿；《光明報》新四號首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10427_光明報_1946年6期.pdf,16,16,3,0,13,aee7e822dde154aecf04f451e36a3c207d98a3dc58e9b0ba22a3132bfc9d0f16,COLLECTION:P3-10427:ocr-draft-20260727；LOCALFULL:P3-10427；NLC:guangmingbao-1946-issue6-front-ocr,NLC404-01J000514-10427_光明報_1946年6期；NLC404-01J000514-10427_光明報_1946年6期.pdf · OCR检索草稿；《光明報》新六號首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10428_光明報_1946年7期.pdf,16,16,3,0,13,367165396035893b6a8882a6c270cff4a4cf61dc1d9284525ebcd3240be68f8b,COLLECTION:P3-10428:ocr-draft-20260727；LOCALFULL:P3-10428；NLC:guangmingbao-1946-issue7-front-ocr,NLC404-01J000514-10428_光明報_1946年7期；NLC404-01J000514-10428_光明報_1946年7期.pdf · OCR检索草稿；《光明報》新七號首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10429_光明報_1946年8期.pdf,16,16,3,0,13,a0953d77e33497a9af58d458818a2cbafae011e76ef88f0901ac4a11e4702773,COLLECTION:P3-10429:ocr-draft-20260727；LOCALFULL:P3-10429；NLC:guangmingbao-1946-issue8-conditional-national-assembly-ocr,NLC404-01J000514-10429_光明報_1946年8期；NLC404-01J000514-10429_光明報_1946年8期.pdf · OCR检索草稿；《光明報》新八號〈論有條件參加國大〉首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10430_光明報_1946年9期.pdf,16,16,3,0,13,b7ad7c28eb35d6f8634e2652dbc64ea7f01c9e25040581a14c4394cac9067cd4,COLLECTION:P3-10430:ocr-draft-20260727；LOCALFULL:P3-10430；NLC:guangmingbao-1946-issue9-front-ocr,NLC404-01J000514-10430_光明報_1946年9期；NLC404-01J000514-10430_光明報_1946年9期.pdf · OCR检索草稿；《光明報》新九號首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10431_光明報_1946年10期.pdf,16,16,3,0,13,3ff69100868d575fe6b95702e47481ed51aa4090b94e413ba181a4f6a2d8bd98,COLLECTION:P3-004:ocr-draft-20260727；LOCALFULL:P3-004；NLC:guangmingbao-1946-issue10-front-ocr,NLC404-01J000514-10431_光明報_1946年10期；NLC404-01J000514-10431_光明報_1946年10期.pdf · OCR检索草稿；《光明報》新十號首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10459_光明報_1947年20期.pdf,16,16,3,0,13,5b089bc981e2601139b5cce5bb9247073f1cf6790dd8d972d6dba41fac25d9cb,COLLECTION:P3-10459:ocr-draft-20260727；LOCALFULL:P3-10459；NLC:guangmingbao-1947-issue20-front-ocr,NLC404-01J000514-10459_光明報_1947年20期；NLC404-01J000514-10459_光明報_1947年20期.pdf · OCR检索草稿；《光明報》新二十號首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10460_光明報_1947年21期.pdf,16,16,3,0,13,236a6c821903866555b69d06a7646689841dfd4859e951dc0bee0eb33405f2ab,COLLECTION:P3-002:ocr-draft-20260727；LOCALFULL:P3-002；NLC:guangmingbao-1947-issue21-front-ocr,NLC404-01J000514-10460_光明報_1947年21期；NLC404-01J000514-10460_光明報_1947年21期.pdf · OCR检索草稿；《光明報》新二十一號首版（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10835_光明報_1946年2期.pdf,16,16,3,0,13,c6d05b14da2f4a46bbddd868df8a3ea559d1b7db06527ee42913d908eb3be792,COLLECTION:P3-10835:ocr-draft-20260727；LOCALFULL:P3-10835；NLC:guangmingbao-1946-issue2-front-ocr,NLC404-01J000514-10835_光明報_1946年2期；NLC404-01J000514-10835_光明報_1946年2期.pdf · OCR检索草稿；《光明報》新二號首版（OCR试点）
A,同期官方公报/原始扫描优先,draft_ready_formal_gap,data/domestic/gazette_scans/ROC1947-10-30國民政府公報2967.pdf,13,13,1,0,12,61eef4effac2abda2812a1ec507e7e9bb9bed219b31426dd07415b60c36f83e5,COLLECTION:P3-017:ocr-draft-20260727,ROC1947-10-30國民政府公報2967
A,同期官方公报/原始扫描优先,draft_ready_formal_gap,data/domestic/gazette_scans/ROC1947-11-06國民政府公報2973.pdf,9,9,1,0,8,0a7c39bc0aa426d5f6672a302d7e64e37b43557d68762099ab75941b56d18b03,COLLECTION:P3-018:ocr-draft-20260727,ROC1947-11-06國民政府公報2973
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10454_光明報_1947年14期.pdf,20,20,18,0,2,86564d9d810e17e8ba05abdd02b059ffe72ac7218816e22f46d675feb1250047,COLLECTION:P3-10454:ocr-draft-20260727；LOCALFULL:P3-10454；NLC:guangmingbao-1947-14-full-ocr,NLC404-01J000514-10454_光明報_1947年14期；NLC404-01J000514-10454_光明報_1947年14期.pdf · OCR检索草稿；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）；《光明報》1947年新十四號（OCR试点）
A,同期报刊/原始扫描优先,draft_ready_formal_gap,data/domestic/press_scans/NLC404-01J000514-10458_光明報_1947年19期.pdf,16,16,14,0,2,ae1516a7c2249fcd0860eb2f0ed89069d4e3dbe46a410cd80a54317f4c1af7fc,COLLECTION:P3-10458:ocr-draft-20260727；LOCALFULL:P3-10458；NLC:guangmingbao-1947-19-key-pages,NLC404-01J000514-10458_光明報_1947年19期；NLC404-01J000514-10458_光明報_1947年19期.pdf · OCR检索草稿；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）；《光明報》1947年新十九號关键页（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/GXMM_大公報_天津版_1947-11-06_第2版_民盟宣布解散_嵌图截取.png,1,1,2,0,0,4c0970c8615b3f70f986fef21f252b22157d53335335d2610dc2110ef0839103,COLLECTION:P3-020:ocr-draft-20260727；LOCALFULL:P3-020,GXMM_大公報_天津版_1947-11-06_第2版_民盟宣布解散_嵌图截取；GXMM_大公報_天津版_1947-11-06_第2版_民盟宣布解散_嵌图截取.png · OCR检索草稿
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/LNU_PROFMKCHAN_INDEXLIST_14_光明報_1941.pdf,2,2,4,0,0,7ff54b899dddbbfe4f089aca87c3ca98b4de1fcd0074e0ae571f598bdcceb3a9,COLLECTION:P3-021:ocr-draft-20260727；LOCALFULL:P3-021；NLC:guangmingbao-1941-index-list-ocr,LNU_PROFMKCHAN_INDEXLIST_14_光明報_1941；LNU_PROFMKCHAN_INDEXLIST_14_光明報_1941.pdf · OCR检索草稿；1941年《光明報》香港工运剪报索引清单（OCR导航）；1941年《光明報》香港工运剪报索引清单（OCR导航）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC1080-00N000846-8631_新华日报_1941-10-10.pdf,6,6,8,0,0,6165c58624e3c2dd595f9a3f43688f766916e459ccec18e6c3cf7c8881ab787e,COLLECTION:P3-006:ocr-draft-20260727；LOCALFULL:P3-006；NLC:xinhua-daily-1941-10-10-full-ocr,NLC1080-00N000846-8631_新华日报_1941-10-10；NLC1080-00N000846-8631_新华日报_1941-10-10.pdf · OCR检索草稿；《新华日报》1941年10月10日全版扫描（OCR试点）；《新华日报》1941年10月10日全版扫描（OCR试点）；《新华日报》1941年10月10日全版扫描（OCR试点）；《新华日报》1941年10月10日全版扫描（OCR试点）；《新华日报》1941年10月10日全版扫描（OCR试点）；《新华日报》1941年10月10日全版扫描（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC1080-00N000846-8658_新华日报_1941-10-16.pdf,2,2,4,0,0,f6b7d741ba0b9429dcdc7c1b79b7dbefe359341bcbf0997a86392ffccc628edd,COLLECTION:P3-8658:ocr-draft-20260727；LOCALFULL:P3-8658；NLC:xinhua-daily-1941-10-16-full-ocr,NLC1080-00N000846-8658_新华日报_1941-10-16；NLC1080-00N000846-8658_新华日报_1941-10-16.pdf · OCR检索草稿；《新华日报》1941年10月16日全版扫描（OCR试点）；《新华日报》1941年10月16日全版扫描（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC1080-00N000846-8712_新华日报_1941-10-28.pdf,2,2,3,0,0,21b2def11c2f00c2167f178258494c42cc196eaaf90439344202af7fc18e503b,COLLECTION:P3-001:ocr-draft-20260727；NLC:xinhua-daily-1941-10-28-full-ocr,NLC1080-00N000846-8712_新华日报_1941-10-28；《新华日报》1941年10月28日全版扫描（OCR试点）；《新华日报》1941年10月28日全版扫描（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC1080-00N001037-7604_大剛報_1947年11月04日.pdf,4,4,6,0,0,5176d9591d915124572f7824e3131a1ed682a25cc637b03720fae7a87ee883cb,COLLECTION:P3-N1080-7604:ocr-draft-20260727；LOCALFULL:P3-N1080-7604；NLC:dagangbao-1947-11-04-full-ocr,NLC1080-00N001037-7604_大剛報_1947年11月04日；NLC1080-00N001037-7604_大剛報_1947年11月04日.pdf · OCR检索草稿；《大剛報》1947年11月4日全版扫描（OCR试点）；《大剛報》1947年11月4日全版扫描（OCR试点）；《大剛報》1947年11月4日全版扫描（OCR试点）；《大剛報》1947年11月4日全版扫描（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC1080-00N001037-7606_大剛報_1947年11月06日.pdf,4,4,6,0,0,9b4c22a6e905c40f0efef1ce24aa6f1f447b4eb64a1137513a5f6b6532f83284,COLLECTION:P3-N1080-7606:ocr-draft-20260727；LOCALFULL:P3-N1080-7606；NLC:dagangbao-1947-11-06-full-ocr,NLC1080-00N001037-7606_大剛報_1947年11月06日；NLC1080-00N001037-7606_大剛報_1947年11月06日.pdf · OCR检索草稿；《大剛報》1947年11月6日全版扫描（OCR试点）；《大剛報》1947年11月6日全版扫描（OCR试点）；《大剛報》1947年11月6日全版扫描（OCR试点）；《大剛報》1947年11月6日全版扫描（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-10453_光明報_1947年13期.pdf,16,16,18,0,0,27209c19191d4fa6dcaa6b2f5ea55b7dfaf74f03cb739ec7067c6552b90fba41,COLLECTION:P3-10453:ocr-draft-20260727；LOCALFULL:P3-10453；NLC:guangmingbao-1947-13-full-ocr,NLC404-01J000514-10453_光明報_1947年13期；NLC404-01J000514-10453_光明報_1947年13期.pdf · OCR检索草稿；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）；《光明報》1947年新十三號（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-10455_光明報_1947年15期.pdf,16,16,18,0,0,42c7b19e6f84a2a615adbe5bc776aa54be395b745a168a72989279c50c02434e,COLLECTION:P3-10455:ocr-draft-20260727；LOCALFULL:P3-10455；NLC:guangmingbao-1947-15-full-ocr,NLC404-01J000514-10455_光明報_1947年15期；NLC404-01J000514-10455_光明報_1947年15期.pdf · OCR检索草稿；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）；《光明報》1947年新十五號（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-10456_光明報_1947年16–17期.pdf,17,17,19,0,0,c54548425303f975110c7163b7bc15eb16f6a7ad5d045e5d0a9d5e0fcc984a91,COLLECTION:P3-10456:ocr-draft-20260727；LOCALFULL:P3-10456；NLC:guangmingbao-1947-16-17-full-ocr,NLC404-01J000514-10456_光明報_1947年16–17期；NLC404-01J000514-10456_光明報_1947年16–17期.pdf · OCR检索草稿；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）；《光明報》1947年新十六—十七號（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-10457_光明報_1947年18期.pdf,16,16,18,0,0,d00c34801cb283d963ff4fb0a9bb545391025a005c2afac24f9b2213160a22bd,COLLECTION:P3-10457:ocr-draft-20260727；LOCALFULL:P3-10457；NLC:guangmingbao-1947-18-full-ocr,NLC404-01J000514-10457_光明報_1947年18期；NLC404-01J000514-10457_光明報_1947年18期.pdf · OCR检索草稿；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）；《光明報》1947年新十八號（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-10484_光明報_1948年1卷1期.pdf,24,24,26,0,0,55ac4cedee420a41427dbed23ccd4870adfac4315e987ef78aed20b1101b26e8,COLLECTION:P3-10484:ocr-draft-20260727；LOCALFULL:P3-10484；NLC:guangmingbao-1948-v1n1-full-ocr,NLC404-01J000514-10484_光明報_1948年1卷1期；NLC404-01J000514-10484_光明報_1948年1卷1期.pdf · OCR检索草稿；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）；《光明報》1948年第一卷第一期（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-10514_光明報_1948年1卷12期.pdf,20,20,22,0,0,0ae20c45cbc20e06399c7133d12379a318643c0f2eafa2fc3852fac222a47450,COLLECTION:P3-10514:ocr-draft-20260727；LOCALFULL:P3-10514；NLC:guangmingbao-1948-v1n12-full-ocr,NLC404-01J000514-10514_光明報_1948年1卷12期；NLC404-01J000514-10514_光明報_1948年1卷12期.pdf · OCR检索草稿；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）；《光明報》1948年第一卷第十二期（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-10515_光明報_1949年2卷1期.pdf,20,20,22,0,0,71c72759499aca2025c18e3fae397850fd6ffb3be802ea06cd12e00d813e5623,COLLECTION:P3-10515:ocr-draft-20260727；LOCALFULL:P3-10515；NLC:guangmingbao-1949-v2n1-full-ocr,NLC404-01J000514-10515_光明報_1949年2卷1期；NLC404-01J000514-10515_光明報_1949年2卷1期.pdf · OCR检索草稿；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）；《光明報》1949年第二卷第一期（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-72818_光明報_1947年12期.pdf,16,16,18,0,0,f61c03880c043ff7bbfb12bc170a3e92f6e2c65f70325bb46aafff20cc9001dd,COLLECTION:P3-010:ocr-draft-20260727；LOCALFULL:P3-010；NLC:guangmingbao-1947-12-full-ocr,NLC404-01J000514-72818_光明報_1947年12期；NLC404-01J000514-72818_光明報_1947年12期.pdf · OCR检索草稿；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）；《光明報》1947年新十二號（OCR试点）
A,同期报刊/原始扫描优先,formal_page_count_anomaly,data/domestic/press_scans/NLC404-01J000514-72821_光明報_1949年2卷12期.pdf,20,20,22,0,0,48932502dcf7bff7dd01c86bb330ab3ba16d4f1ea9c7cc3b54bad4a38a7f16ae,COLLECTION:P3-72821:ocr-draft-20260727；LOCALFULL:P3-72821；NLC:guangmingbao-1949-v2n12-full-ocr,NLC404-01J000514-72821_光明報_1949年2卷12期；NLC404-01J000514-72821_光明報_1949年2卷12期.pdf · OCR检索草稿；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）；《光明報》1949年第二卷第十二期（OCR试点）
