_priority,_year,典藏號,題名,全宗名稱,全宗系列,本件日期,密等/解密紀錄,提供方式/地點,_matched_queries,_reason,_collection,_identifier
C,,129-110000-2561,江子能,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十一 / /,,普通,數位檔／臺北閱覽室,民主同盟,無民盟直接命中，剔除,129000052561A,129-110000-2561
C,,129-110000-2759,周夢輝,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十一 / /,,普通,數位檔／臺北閱覽室,民主同盟,無民盟直接命中，剔除,129000052759A,129-110000-2759
C,,129-120000-3094,韓幽桐,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十二 / /,,普通,數位檔／臺北閱覽室,民主同盟,無民盟直接命中，剔除,129000058094A,129-120000-3094
C,,129-120000-3708,李相符,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十二 / /,,普通,數位檔／臺北閱覽室,民主同盟; 民盟,無民盟直接命中，剔除,129000058708A,129-120000-3708
C,,129-150000-0857,關夢覺,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,民主同盟,無民盟直接命中，剔除,129000070857A,129-150000-0857
C,,129-150000-1664,王樂明,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,民主同盟,無民盟直接命中，剔除,129000071664A,129-150000-1664
C,,129-170000-2099,大康健,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十七 / /,,普通,數位檔／臺北閱覽室,民主同盟,無民盟直接命中，剔除,129000082099A,129-170000-2099
C,,129-190000-2408,周傑,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十九 / /,,普通,數位檔／臺北閱覽室,民主同盟; 政治協商會議,無民盟直接命中，剔除,129000092408A,129-190000-2408
C,1931,001-012071-00233-029,土黑特左旗札薩克雲丹桑部等電呈國民政府為蒙民盟部旗組織法及保安隊編制大綱已敬悉特電歡迎並表謝忱,國民政府,國民政府/ 總類 / 法令 / 組織法令,1931/11/30 ~ 1931/11/30,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,民盟,時段錯位（1931），早於民盟前身成立,001000001086A,001-012071-00233-029
A,1948,001-090341-00001-070,國立海疆學校僑生電國民政府為本校校長以下教職員多數均為異黨民盟份子影響學生思想迅予整肅,國民政府,國民政府/ 教育(文化) / 學生指導管理 / 學潮,1948/05/01 ~ 1948/05/01,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1948 + 國家核心全宗,001000006168A,001-090341-00001-070
A,1945,002-020400-00003-047,錢大鈞等呈蔣中正謂赫爾利曾召張申府等談話望民盟能轉圜國共僵局,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1945/06/30 ~ 1945/06/30,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1945 + 國家核心全宗,002000000407A,002-020400-00003-047
A,1947,002-020400-00011-021,保密局呈蔣中正蘇俄駐華使館邀晤民盟黃炎培指示加強學運工潮等,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/05/26 ~ 1947/05/26,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000000415A,002-020400-00011-021
A,1947,002-020400-00012-067,俞濟時呈蔣中正解散民盟及肅清後方潛伏共黨辦理情況,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/10/22 ~ 1947/10/22,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000000416A,002-020400-00012-067
A,1948,002-020400-00025-063,中訊局呈蔣中正有關李濟琛及民盟沈鈞儒等商討配合中共五月攻勢問題,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1948/05/19 ~ 1948/05/19,普通,數位檔／線上閱覽,民盟; 沈鈞儒,題名直接命中「民盟」+ 核心時段 1948 + 國家核心全宗,002000000429A,002-020400-00025-063
A,1949,002-020400-00032-031,李宗黃電蔣中正擬請令當局將中共及民盟首要全部捕拿,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1949/09/13 ~ 1949/09/13,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1949 + 國家核心全宗,002000000436A,002-020400-00032-031
A,1947,002-020400-00046-024,保密局呈蔣中正民盟召集各地負責人來滬商討活動情形,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/07/25 ~ 1947/07/25,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000000450A,002-020400-00046-024
A,1947,002-020400-00046-036,保密局呈蔣中正民盟及反動團體向魏德邁使團活動情形續報,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/08/01 ~ 1947/08/01,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000000450A,002-020400-00046-036
A,1947,002-020400-00046-044,俞濟時呈蔣中正華南反動分子陰謀及民盟致魏德邁備忘錄,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/08/16 ~ 1947/08/16,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000000450A,002-020400-00046-044
A,1948,002-020400-00048-074,保密局呈蔣中正蘇俄羅申對民盟工作指示,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1948/07/09 ~ 1948/07/09,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1948 + 國家核心全宗,002000000452A,002-020400-00048-074
C,1947,002-020400-00050-063,鄭介民呈蔣中正中共民盟等組織近派大批人員赴越南攻擊,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/10/09 ~ 1947/10/09,普通,數位檔／線上閱覽,民盟,題名含「越南」屬南洋華僑/清末民初同名誤命中,002000000454A,002-020400-00050-063
A,1947,002-040700-00003-017,蔣經國函蔣中正陳述南京各大學自治會選舉結果及檢討並擬籌組南京學生聯合會壓倒民盟之活動另中央大學教授仍請求政府加薪,蔣中正總統文物,蔣中正總統文物/ 家書 / 蔣經國家書 /,1947/05/07 ~ 1947/05/07,普通,數位檔／臺北閱覽室,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000000478A,002-040700-00003-017
A,1947,002-060100-00222-013,蔣中正分令李宗仁孫連仲現聶榮臻股尚在孤立狀態請協力進堵其主力以固平津保綏，陳儀呈蔣中正臺灣事變起因暨善後辦法及杜聿明呈蔣中正逮捕民盟份子駱賓基等並供述其總機…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1947/03/13 ~ 1947/03/13,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000000702A,002-060100-00222-013
C,1948,002-060100-00238-013,蔣中正接胡宗南呈報臨汾情況日趨危急請空運第八十三旅到并以便會同閻錫山部南下又接孫元良電呈收復密縣另接郭寄嶠呈報隴東奸匪已突圍由寧縣向陜北逃竄除繼續搜剿外並對地方作清鄉善後工作…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1948/05/13 ~ 1948/05/13,普通,數位檔／線上閱覽,民盟,無民盟直接命中，剔除,002000000718A,002-060100-00238-013
A,1947,002-080200-00314-042,保密局中統局及孫元良湯恩伯張鎮分電蔣中正上海奸偽辦事處臨時會議情形與民盟密謀今後出路及其內部意見紛歧等中共和各黨派之動態,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/02/11 ~ 1947/02/11,普通,數位檔／線上閱覽,民盟; 張瀾; 沈鈞儒; 羅隆基; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001703A,002-080200-00314-042
A,1947,002-080200-00315-064,唐縱呈蔣中正逮捕民盟分子杜斌丞王菊人白伯英等情形,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/03/26 ~ 1947/03/26,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001704A,002-080200-00315-064
A,1947,002-080200-00317-004,保密局呈蔣中正民盟在南京上海各校宣稱原定之六二罷課遊行因當局已有準備將改為六六實行,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/06/02 ~ 1947/06/02,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001706A,002-080200-00317-004
C,1947,002-080200-00319-058,普濟時函蔣中正越南越盟黨在昆明設聯絡站與中共民盟分子暗中吸收幹部刺探我國軍情及越南國民黨活動等,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/08/16 ~ 1947/08/16,普通,數位檔／線上閱覽,民盟,題名含「越南」屬南洋華僑/清末民初同名誤命中,002000001708A,002-080200-00319-058
C,1948,002-080200-00330-046,中訊局呈蔣中正據香港訊南洋英荷政府取締民盟活動通知棉蘭民盟秘書董振東民主日報主筆邵宗漢限期出境,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1948/06/16 ~ 1948/06/16,普通,數位檔／線上閱覽,民盟,題名含「南洋」屬南洋華僑/清末民初同名誤命中,002000001719A,002-080200-00330-046
A,1947,002-080200-00536-024,保密局呈蔣中正民盟企圖於本屆參政會發動和平運動提出就地停戰實行民選情報提要,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/05/19 ~ 1947/05/19,普通,數位檔／線上閱覽,民盟; 張瀾; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001925A,002-080200-00536-024
A,1947,002-080200-00536-026,軍務局呈蔣中正民盟策動和平運動方案及增加職業界國代與立委停止本年行憲選舉等五項參政會動態情報提要,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/05/23 ~ 1947/05/23,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001925A,002-080200-00536-026
A,1947,002-080200-00536-092,保密局等呈蔣中正民盟向魏德邁使團活動情形美國出面調停內戰之情報提要等四則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/08/02 ~ 1947/08/02,普通,數位檔／線上閱覽,民盟; 羅隆基; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001925A,002-080200-00536-092
A,1947,002-080200-00537-008,甘競生呈蔣中正廣西近情及意見民盟分子李任仁陳良佐與李濟琛互通聲氣省府部分官員係民盟或共黨另桂省師管反補充團有急速成立之必要等文電日報表,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/09/05 ~ 1947/09/05,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-008
A,1947,002-080200-00537-026,俞濟時呈蔣中正民盟民社黨青年黨等各黨派動態彙報等情報提要等十六則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/09/17 ~ 1947/09/17,普通,數位檔／線上閱覽,民盟; 沈鈞儒; 羅隆基,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-026
A,1947,002-080200-00537-044,薛岳彙呈蔣中正各黨派動態民盟決不參與黨派登記及司徒雷登接受民盟致聯合國大會備忘錄與蔡廷鍇有意與宋子文合作等情報提要等六則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/10/07 ~ 1947/10/07,普通,數位檔／線上閱覽,民盟; 張瀾; 沈鈞儒; 羅隆基; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-044
A,1947,002-080200-00537-058,薛岳呈蔣中正各黨派動態民盟決定堅守立場不參加改組政府及李濟琛何香凝等企圖發動新政治協商與馮玉祥在美從事反政府活動等情報提要等六則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/10/22 ~ 1947/10/22,普通,數位檔／線上閱覽,民盟; 羅隆基; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-058
A,1947,002-080200-00537-081,保密局呈蔣中正民盟留滬人員姓名及疏散情形與中共唆使李濟琛等召集非法國民黨代表大會等情報提要等四則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/11/05 ~ 1947/11/05,普通,數位檔／線上閱覽,民盟; 張瀾; 沈鈞儒; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-081
A,1947,002-080200-00537-095,薛岳彙呈蔣中正桂境共匪日趨猖獗及山西匪區發起歡迎馮玉祥運動與民盟解散後首要分子之動態等情報提要等七則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/11/12 ~ 1947/11/12,普通,數位檔／線上閱覽,民盟; 張瀾; 沈鈞儒; 羅隆基; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-095
A,1947,002-080200-00537-101,薛岳彙呈蔣中正中共策動港粵反宋運動及民盟西南總支部否認解散與中華職教社停止對外活動等情報提要等三則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/11/19 ~ 1947/11/19,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-101
A,1947,002-080200-00537-119,薛岳彙呈蔣中正民盟暫不成立香港臨時總部及黃炎培張絅伯丘哲等擬另組政團代替民盟與農工民主黨總部將遷香港等情報提要等五則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/12/03 ~ 1947/12/03,普通,數位檔／線上閱覽,民盟; 張瀾; 沈鈞儒; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-119
A,1947,002-080200-00537-135,毛人鳳呈蔣中正香港民盟分子對參加民主陣線意見紛歧及民盟分子仍與蘇俄使館聯繫等情報提要等三則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/12/08 ~ 1947/12/08,普通,數位檔／線上閱覽,民盟; 章伯鈞,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-135
A,1947,002-080200-00537-151,毛人鳳呈蔣中正派員赴滬接收美海軍補交電訊器材請准留用及國防部測量局夏堅白參加民盟情形等情報提要等四則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/12/24 ~ 1947/12/24,普通,數位檔／線上閱覽,民盟,題名直接命中「民盟」+ 核心時段 1947 + 國家核心全宗,002000001926A,002-080200-00537-151
