doc_key,grade,score,needs_review,reason
frus1946v09/d489,核心文献,74,0,组织词出现 6 次；命中民盟关键人物；涉及组织定位、政协/谈判；文本信息量较高
frus1946v09/d491,核心文献,70,0,组织词出现 2 次；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v09/d494,核心文献,75,0,组织词出现 1 次；命中民盟关键人物；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v09/d497,核心文献,66,0,组织词出现 2 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v09/d500,核心文献,90,0,组织词出现 5 次；命中民盟关键人物；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v09/d501,相关文献,37,0,组织词出现 1 次；涉及新政协；文本信息量较高
frus1946v09/d507,相关文献,49,0,组织词出现 1 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v09/d515,核心文献,75,0,组织词出现 1 次；命中民盟关键人物；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v09/d522,相关文献,54,0,组织词出现 2 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v09/d523,核心文献,66,0,组织词出现 2 次；涉及组织定位、政协/谈判、新政协；文本信息量较高
frus1946v09/d549,核心文献,65,0,组织词出现 1 次；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v09/d562,核心文献,59,0,组织词出现 1 次；命中民盟关键人物；涉及组织定位、新政协；文本信息量较高
frus1946v09/d566,核心文献,61,0,组织词出现 1 次；涉及组织定位、政协/谈判、新政协；文本信息量较高
frus1946v09/d568,相关文献,54,0,组织词出现 2 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v09/d579,人物关联,20,0,由民盟重要人物异写触发，作为人物线索纳入资料库
frus1946v09/d604,核心文献,70,0,组织词出现 2 次；涉及组织定位、政治纲领、政协/谈判、压制/解散、新政协；文本信息量较高
frus1946v09/d644,相关文献,37,0,组织词出现 1 次；涉及政治纲领；文本信息量较高
frus1946v09/d645,核心文献,65,0,组织词出现 1 次；涉及组织定位、政治纲领、政协/谈判、压制/解散、新政协；文本信息量较高
frus1946v09/d648,核心文献,65,0,组织词出现 1 次；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v09/d656,核心文献,71,0,组织词出现 3 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v09/d658,核心文献,81,0,组织词出现 3 次；命中民盟关键人物；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v09/d663,核心文献,59,0,组织词出现 1 次；命中民盟关键人物；涉及组织定位、政协/谈判；文本信息量较高
frus1946v09/d679,核心文献,61,0,组织词出现 1 次；涉及组织定位、政协/谈判、压制/解散；文本信息量较高
frus1946v09/d682,核心文献,86,0,组织词出现 4 次；命中民盟关键人物；涉及组织定位、政协/谈判、压制/解散；文本信息量较高
frus1946v09/d684,核心文献,59,0,组织词出现 3 次；涉及组织定位、压制/解散；文本信息量较高
frus1946v09/d687,核心文献,61,0,组织词出现 1 次；涉及组织定位、政协/谈判、压制/解散；文本信息量较高
frus1946v09/d698,核心文献,61,0,组织词出现 1 次；涉及组织定位、政协/谈判、压制/解散；文本信息量较高
frus1946v09/d702,相关文献,49,0,组织词出现 1 次；涉及组织定位、压制/解散；文本信息量较高
frus1946v09/d706,核心文献,76,0,组织词出现 5 次；涉及组织定位、政协/谈判、压制/解散；文本信息量较高
frus1946v09/d708,核心文献,69,0,组织词出现 3 次；命中民盟关键人物；涉及组织定位、政协/谈判；文本信息量较高
frus1946v09/d716,核心文献,65,0,组织词出现 1 次；涉及政治纲领、政协/谈判、压制/解散、新政协；文本信息量较高
frus1946v09/d718,人物关联,20,0,由民盟重要人物异写触发，作为人物线索纳入资料库
frus1946v09/d728,相关文献,49,0,组织词出现 1 次；涉及组织定位、压制/解散；文本信息量较高
frus1946v09/d735,核心文献,59,0,组织词出现 3 次；涉及组织定位、压制/解散；文本信息量较高
frus1946v09/d742,核心文献,61,0,组织词出现 1 次；涉及组织定位、政协/谈判、压制/解散；文本信息量较高
frus1946v09/d748,核心文献,65,0,组织词出现 1 次；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v10/d13,核心文献,75,0,组织词出现 1 次；命中民盟关键人物；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v10/d22,相关文献,49,0,组织词出现 1 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v10/d28,相关文献,32,0,组织词出现 1 次；涉及组织定位
frus1946v10/d34,核心文献,66,0,组织词出现 2 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v10/d40,相关文献,49,0,组织词出现 1 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v10/d46,核心文献,71,0,组织词出现 3 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v10/d47,核心文献,61,0,组织词出现 1 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v10/d55,核心文献,76,0,组织词出现 2 次；命中民盟关键人物；涉及组织定位、政治纲领、压制/解散；文本信息量较高
frus1946v10/d82,核心文献,69,0,组织词出现 3 次；命中民盟关键人物；涉及组织定位、政协/谈判；文本信息量较高
frus1946v10/d83,核心文献,70,0,组织词出现 2 次；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v10/d86,人物关联,20,0,由民盟重要人物异写触发，作为人物线索纳入资料库
frus1946v10/d97,核心文献,64,0,组织词出现 5 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v10/d104,相关文献,54,0,组织词出现 2 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v10/d105,相关文献,37,0,组织词出现 1 次；涉及政协/谈判；文本信息量较高
frus1946v10/d107,核心文献,65,0,组织词出现 1 次；涉及组织定位、政治纲领、政协/谈判、新政协；文本信息量较高
frus1946v10/d108,相关文献,49,0,组织词出现 1 次；涉及政治纲领、政协/谈判；文本信息量较高
frus1946v10/d109,核心文献,66,0,组织词出现 2 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v10/d110,相关文献,49,0,组织词出现 1 次；涉及组织定位、政协/谈判；文本信息量较高
frus1946v10/d128,相关文献,32,0,组织词出现 1 次；涉及政协/谈判
frus1946v10/d132,相关文献,32,0,组织词出现 1 次；涉及政协/谈判
frus1946v10/d140,核心文献,66,0,组织词出现 2 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
frus1946v10/d142,核心文献,61,0,组织词出现 1 次；涉及组织定位、政治纲领、政协/谈判；文本信息量较高
