_matched_queries,題名,典藏號,全宗號,全宗名稱,全宗系列,隸屬卷名/件號,本件日期,卷件開始日期,卷件結束日期,密等,密等/解密紀錄,隱私問題,提供方式/地點,閱覽方式,數位化,應用限制,_collection,_identifier,入藏登錄號,內容描述,卷名,本卷日期,檔案年代,檔案系列,申請序號,相關人員,相關地點,調閱參照,資料類型,關鍵詞組
張瀾,楊特,129-050000-3755,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列五 / /,楊特,,1894/09/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000023755A,129-050000-3755,129000023755A,楊特（男，達璋，四川西充，1894-）學歷：國立同濟大學、中央訓練團黨政班經歷：財政部重慶銅元局、國立成都大學、四川省政府教育廳、四川第十一區行政督察專員公署、四川省立南充中學、育才高級職校,楊特,1894/09/00,1894民國前17年,軍事委員會委員長侍從室/系列五//,129000023755A129-050000-3755,蔣中正，蒲季和，張瀾，楊金宇，鮮英，王纘緒，郭有守，江公篤,四川,129000023755A129-050000-3755,文件,財政部重慶銅元局，國立成都大學，四川省政府教育廳，四川第十一區行政督察專員公署，四川省立南充中學，視察報告(1945年1月)，工作報告書提要(1943年5月)，體格檢查表(1943年5月)，考核表(1943年5月)，自傳(1943年5月)，人事調查表(1943年1月)
張瀾,杜叔機,129-060000-1224,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列六 / /,杜叔機,,1899/12/26,0000/00/00,普通 / 國防部110年6月25日國人整備字第1100140042號通知單註銷密等,普通 / 國防部110年6月25日國人整備字第1100140042號通知單註銷密等,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000026224A,129-060000-1224,129000026224A,杜叔機（男，貴州遵義，1899-）學歷：國立北京大學、中央訓練團經歷：國立成都大學、省立貴州大學、第二十五軍政治部、貴州省政府、貴州農礦廳、貴州實業廳、貴州省臨時參議會、國立貴陽師範學校、貴州省防空協導委員會、貴州省黨部,杜叔機,1899/12/26,1899民國前12年,軍事委員會委員長侍從室/系列六//,129000026224A129-060000-1224,張國燾，李春濤，張瀾，毛光翔，平剛，齊泮林，傅啟學，胡光驌,貴州雲南,129000026224A129-060000-1224,文件,防空協導委員會，人事登記補充片(1947年2月)，履歷(1947年2月)，調查報告(1944年12月)，工作報告書提要(1944年12月)，體格檢查表(1943年10月)，考核表(1943年10月)，自傳(1943年10月)，人事調查表(1943年6月)
張瀾,吳中一,129-060000-1825,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列六 / /,吳中一,,1905/05/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000026825A,129-060000-1825,129000026825A,吳中一（男，四川井研，1905-）學歷：中央黨務學校、中央訓練團黨政訓練班第二十六期經歷：川沙縣黨部、北寧縣黨部、南通縣黨部、中央調查科、江蘇民政廳、四川大學學生一舍、四川省社會處、四川大學、四川省政府社會處、內江農運督導員,吳中一,1905/05/00,1905民國前6年,軍事委員會委員長侍從室/系列六//,129000026825A129-060000-1825,劉覺民，張瀾揚，溫麟，龐駿塘，葉君峰，余井塘，黃仲翔，李勁夫，任洪濟,四川井研，四川川沙，四川北寧，四川南通，江蘇，四川內江,129000026825A129-060000-1825,文件,中央調查科，服務成績調查表（1945年7月），工作報告書提要（1944年12月），體格檢查表（1944年1月），考核表（1944年1月），自傳（1944年1月），人事調查表（1943年8月）
張瀾,劉爾題,129-090000-2912,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,劉爾題,,1902/03/00,1951/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000042912A,129-090000-2912,129000042912A,劉爾題（男，廣東紫金）學歷：法國都魯士大學經歷：國立廣東大學農學院、國立中山大學農學院、廣西實業研究院、廣西建設廳、廣西大學、國立成都大學、廣東軍事政治學校、廣東省立勷勤大學、廣東省文理學院、廣東省參議會、農林部海南島農林試驗場、國民大會,劉爾題,1902/03/00 ~ 1951/00/00,1902民國前9年,軍事委員會委員長侍從室/系列九//,129000042912A129-090000-2912,陳公博，經亨頤，蘇汝洤，伍廷颺，馬君武，張瀾，陳濟棠，林雲陔，何爵三，左舜生,惠州,129000042912A129-090000-2912,文件,
張瀾,李立三,129-100000-0598,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十 / /,李立三,,1896/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,,129000045598A,129-100000-0598,129000045598A,李立三（男，隆恕、敏然、隆郅，湖南醴陵）學歷：留學法國勤工儉學、留學俄國經歷：中央委員會、中國人民保衛世界和平反對美國侵略委員會、中國少年共產黨、中國共產黨旅法支部、政務院勞動部、人民政協、中央工業交通工作部、上海總工會、俄國職工會議、革命軍事委員會、廣東省委員會、政治局宣傳部、職工運動委員會、黨部編輯委員會、國際出版局、軍調部、東北民主聯軍司令部特別工作團辦公處、中華全國總工會工資部、中央人民政府、政務院財政經濟委員會、勞動部工資司、抗美援朝總會、全國合作社聯合總社臨時理事會、政務院勞動就業委員會、遠東共產黨情報局、職工工作委員會、全國總工會幹部學校、中國文字改革協會,李立三,1896/00/00,1896民國前15年,軍事委員會委員長侍從室/系列十//,129000045598A129-100000-0598,陳紹禹，林彪，張瀾,萍鄉，安源，南昌，香港，莫斯科，延安，北平，印度，日本,129000045598A129-100000-0598,文件,
張瀾,張瀾洲,129-120000-1751,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十二 / /,張瀾洲,,0000/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,,129000056751A,129-120000-1751,129000056751A,張瀾洲（男） 經歷：香港西南中學、香港東華三院、保良局、鐘聲慈善社,張瀾洲,0000/00/00,none,軍事委員會委員長侍從室/系列十二//,129000056751A129-120000-1751,,,129000056751A129-120000-1751,文件,青年黨
張瀾,蕭治,129-140000-1529,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十四 / /,蕭治,,1926/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000066529A,129-140000-1529,129000066529A,蕭治（男，勃雷，四川樂至） 學歷：香港珠海大學 經歷：南京私立昌明中學、南京人報、香港有恒銀號、香港謙泰企業有限公司、香港西南中學、台灣新中縣中、台灣省新竹縣立新竹中學,蕭治,1926/00/00,1926民國15年,軍事委員會委員長侍從室/系列十四//,129000066529A129-140000-1529,蕭力農，龔德柏，潘秉臣，蕭昌陽，張瀾洲，張棟蘭,,129000066529A129-140000-1529,文件,
張瀾,胡紹榘,129-200000-4772,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十 / /,胡紹榘,,1906/10/11,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000099772A,129-200000-4772,129000099772A,胡紹榘（男，廣東高要） 學歷：國立廣東高等師範學校 經歷：高要中學、台山中學、香港西南中學、廣州市第二工業學校、廣州市第二中學、軍醫學校、國防醫學院、台灣省立海事專科學校,胡紹榘,1906/10/11,1906民國前5年,軍事委員會委員長侍從室/系列二十//,129000099772A129-200000-4772,許崇清，黃鐵錚，張瀾洲，劉百疇，梁天詠，張建，林可勝，戴行悌,,129000099772A129-200000-4772,文件,
張瀾,張仁耀（張瀾蒼）,129-210000-0111,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十一 / /,張仁耀（張瀾蒼）,,1913/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000100111A,129-210000-0111,129000100111A,張仁耀（男，瀾蒼，江蘇鎮江） 學歷：海校、電雷學校、美邁亞米海軍訓練團、革命實踐研究院、國防大學、石牌實踐學社、美兩棲作戰班 經歷：軍政部電雷學校、海總部快艇大隊文八艇、軍政部快艇大隊文八艇、桂林行營江防處快艇隊繼光艇、軍委會粵桂江防司令部、軍委會辦公廳軍事組、軍委會辦公廳第一組、駐美太平軍艦、海軍太康軍艦、海軍第二基地司令部、海軍永寧軍艦、海軍太湖軍艦、海軍第二艦隊司令部、海軍漢陽軍艦、後勤艦隊、海軍驅逐巡防部隊司令部、海軍軍官學校,張仁耀（張瀾蒼）,1913/00/00,1913民國2年,軍事委員會委員長侍從室/系列二十一//,129000100111A129-210000-0111,歐陽格，陳紹寬，黃文田，徐祖善，商震，賀國光，蔣中正，曹仲周，高舉，董沭曾，桂永清，齊鴻章，侯騰，梁序昭，彭孟緝,,129000100111A129-210000-0111,文件,
張瀾,張子柱（張瀾洲）,129-210000-0787,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十一 / /,張子柱（張瀾洲）,,1898/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,,129000100787A,129-210000-0787,129000100787A,張子柱（男，瀾洲，廣東新會） 學歷：巴黎大學 經歷：經濟部、青年黨政治專門委員會、上海法政大學、武昌中華大學、雲南東陸大學、國民大會、香港西南中學、國民參政會、雲南民治學院、古巴聯合國貿易暨就業大會代表團、行政院工商部物價研究委員會、中國紡建股份有限公司、行政院工商部計劃委員會、光復大陸設計研究委員會、華僑文教會議、中國青年黨中央黨務整理委員會、華僑會議主席團、自由太平洋協會中華民國分會、華僑救國聯合總會代表大會,張子柱（張瀾洲）,1898/00/00,1898民國前13年,軍事委員會委員長侍從室/系列二十一//,129000100787A129-210000-0787,,,129000100787A129-210000-0787,文件,
張瀾,謝澄平,129-210000-4542,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十一 / /,謝澄平,,1906/08/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000104542A,129-210000-4542,129000104542A,謝澄平（男，安徽當塗） 學歷：國立北京大學、美國哥侖比亞大學、日本東京帝大 經歷：國立成都大學、國立暨南大學、私立復旦大學、戰幹團、國立師範學院、國立中山大學、國立女子師範、舊金山會議代表團、國民大會、農林部、國立東北大學歷史系、青年黨、熱帶及亞洲營養問題專家委員會會議、海洋研究理事會、食米會議、聯合國糧食農業組織東南亞區域辦事處、行政院善後物資保管委會、行政院農林部、聯合國糧食農業組織年會、聯合國糧食農業組織理事會,謝澄平,1906/08/00,1906民國前5年,軍事委員會委員長侍從室/系列二十一//,129000104542A129-210000-4542,李璜，張瀾，鄭洪年，李登輝，蔣中正，廖世承，鄒魯，謝循初，臧啓芳，蔣廷黻，左舜生,,129000104542A129-210000-4542,文件,
張瀾,健行月刊（民國四十九年十月號）,148-120100-0037,148,軍情局（抗戰時期數位檔）,軍情局（抗戰時期數位檔） / 出版品 / 期刊 /,健行月刊（民國四十九年十月號）,,1960/10/31,1960/10/31,普通 / 民國99年9月21日國報陸研字第0990005216號函已解密,普通 / 民國99年9月21日國報陸研字第0990005216號函已解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,148000000062A,148-120100-0037,148000000062A,民國四十九年十月號：領袖七秩晉四華誕特刊,健行月刊（民國四十九年十月號）,1960/10/31 ~ 1960/10/31,1960民國49年,軍情局（抗戰時期數位檔） /出版品/期刊/,148000000062A148-120100-0037,葉翔之，蔣中正，任建鵬，陳鳳元，楊卓夫，胡禮，李偔枝，李曾遜，任南強，少正卯，鄧析，廖立，張瀾，雷震,香港,148000000062A148-120100-0037,文件,中山堂，威遠大隊
張瀾,六十八年第二次國家建設研究會進行分組研究，部分與會人員在三普飯店研究討論奧會會籍問題，丁懋松、紀政、張瀾書、王人傑、石永貴等均出席參與研討,150-031800-0024-002,150,台灣新生報,台灣新生報/ 底片 / 1979年 /,臺灣新生報底片民國六十八年（二十四）,1979/11/13 ~ 1979/11/13,1979/11/13,1979/11/13,普通,普通,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,150000000330F,150-031800-0024-002,150000000330F,六十八年第二次國家建設研究會進行分組研究，部分與會人員在三普飯店研究討論奧會會籍問題，丁懋松、紀政、張瀾書、王人傑、石永貴等均出席參與研討,臺灣新生報底片民國六十八年（二十四）,,1979民國68年,台灣新生報/底片/1979年/,150000000330F150-031800-0024-002,,臺北市,150000000330F150-031800-0024-002,底片,
沈鈞儒,軍事委員會委員長蔣中正電葉楚傖為沈鈞儒等到廬山請代邀杜鏞錢永銘到牯嶺晤談,001-016142-00006-024,001,國民政府,國民政府/ 總類 / 史料管理 / 先總統蔣公,各界請謁{#蔣中正#},1937/06/14 ~ 1937/06/14,1937/06/14,1937/06/14,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002108A,001-016142-00006-024,001000002108A,軍事委員會委員長蔣中正電葉楚傖為沈鈞儒等到廬山請代邀杜鏞錢永銘到牯嶺晤談,各界請謁蔣中正,,1937民國26年,國民政府/總類/史料管理/先總統蔣公,001000002108A001-016142-00006-024,,,001000002108A001-016142-00006-024,文件,
沈鈞儒,軍事委員會委員長蔣中正電邵力子為沈鈞儒等到廬山請屆時亦來一敘,001-016142-00006-025,001,國民政府,國民政府/ 總類 / 史料管理 / 先總統蔣公,各界請謁{#蔣中正#},1937/06/14 ~ 1937/06/14,1937/06/14,1937/06/14,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002108A,001-016142-00006-025,001000002108A,軍事委員會委員長蔣中正電邵力子為沈鈞儒等到廬山請屆時亦來一敘,各界請謁蔣中正,,1937民國26年,國民政府/總類/史料管理/先總統蔣公,001000002108A001-016142-00006-025,,,001000002108A001-016142-00006-025,文件,
